_id,cand_ana,tweet
592fccec0b09e72334d11a72,"{'binay': 3, 'duterte': -1, 'poe': -1, 'roxas': -1, 'santiago': -1}","['@592fcc950b09e72334d10642', '@592fcc950b09e72334d11118', 'itim', 'binay', 'lol']"
592fccec0b09e72334d11aa4,"{'binay': 2, 'duterte': -1, 'poe': -1, 'roxas': -1, 'santiago': -1}","['@592fcc950b09e72334d1111f', 'katabi', 'binay']"
592fccec0b09e72334d11ab0,"{'binay': 1, 'duterte': -1, 'poe': -1, 'roxas': -1, 'santiago': -1}","['candy', 'binay', 'candy', 'hahahaha']"
592fccec0b09e72334d11abd,"{'binay': 2, 'duterte': -1, 'poe': -1, 'roxas': 1, 'santiago': -1}","['@592fcc950b09e72334d11121', 'jejumar', 'binay']"
592fccec0b09e72334d11b0a,"{'binay': 0, 'duterte': -1, 'poe': -1, 'roxas': -1, 'santiago': -1}","['binay', 'naman']"
592fccec0b09e72334d11b94,"{'binay': 4, 'duterte': -1, 'poe': -1, 'roxas': -1, 'santiago': -1}","['kaunaunahang', 'kanta', 'kinanta', 'sakin', 'binay']"
592fccec0b09e72334d11cd4,"{'binay': 4, 'duterte': 1, 'poe': -1, 'roxas': -1, 'santiago': -1}","['pres', 'duterte', 'maglalabas', 'listahan', 'binayarang', 'media']"
592fccec0b09e72334d11dc8,"{'binay': 4, 'duterte': -1, 'poe': -1, 'roxas': -1, 'santiago': -1}","['countries', 'reaction', 'philippine', 'presidentiables', 'binay', 'looked', 'like', 'yoda', 'star', 'wars']"
592fccec0b09e72334d11df3,"{'binay': 1, 'duterte': -1, 'poe': -1, 'roxas': -1, 'santiago': -1}","['@592fcc950b09e72334d1118a', 'binay', 'haha']"
592fccec0b09e72334d11e26,"{'binay': 1, 'duterte': -1, 'poe': -1, 'roxas': -1, 'santiago': -1}","['@592fcc950b09e72334d1118f', 'binay', 'binay']"
592fccec0b09e72334d11f13,"{'binay': 6, 'duterte': -1, 'poe': -1, 'roxas': -1, 'santiago': -1}","['@592fcc950b09e72334d111b8', '@592fcc950b09e72334d0efca', '@592fcc950b09e72334d1115c', '@592fcc950b09e72334d0f2e0', 'think', 'like', 'binay', 'makati']"
592fccec0b09e72334d11f14,"{'binay': 1, 'duterte': -1, 'poe': -1, 'roxas': -1, 'santiago': -1}","['@592fcc950b09e72334d111b9', 'binay', 'lol', 'hahahaha', 'sakto', '?']"
592fccec0b09e72334d11f16,"{'binay': 9, 'duterte': -1, 'poe': -1, 'roxas': -1, 'santiago': -1}","['reading', 'news', 'item', 'columns', 'daily', 'tribune', 'concluded', 'moved', 'defeat', 'binay']"
592fccec0b09e72334d11f4c,"{'binay': 4, 'duterte': -1, 'poe': -1, 'roxas': 4, 'santiago': -1}","['@592fcc950b09e72334d0f2e0', 'totoo', 'yan', 'kasabay', 'jejomar', 'binay', 'nanay', 'activist', 'time', 'marcos', 'tatay', 'marcos', 'cronies', 'kaya', 'ugali']"
592fccec0b09e72334d11f62,"{'binay': 1, 'duterte': -1, 'poe': -1, 'roxas': -1, 'santiago': -1}","['parang', 'binay', 'hahahahaha', 'indayyyy', 'elnella', 'onasapjunetastic']"
592fccec0b09e72334d11f70,"{'binay': 2, 'duterte': -1, 'poe': -1, 'roxas': -1, 'santiago': -1}","['nakasalubong', 'former', 'binay', 'church', 'kanina', 'smiled', 'smiled', 'naman', '??']"
592fccec0b09e72334d11f8d,"{'binay': 1, 'duterte': -1, 'poe': -1, 'roxas': -1, 'santiago': -1}","['parang', 'binay', 'hahahahaha', 'indayyyy', 'elnella', 'onasapjunetastic']"
592fccec0b09e72334d11fad,"{'binay': 0, 'duterte': -1, 'poe': -1, 'roxas': -1, 'santiago': -1}","['binay', 'huhu']"
592fccec0b09e72334d12012,"{'binay': 5, 'duterte': -1, 'poe': 3, 'roxas': -1, 'santiago': 4}","['sana', 'next', 'week', 'poe', 'miriam', 'binay', 'nmn', 'hehhehe', 'kapusobrigade']"
592fccec0b09e72334d12029,"{'binay': 3, 'duterte': -1, 'poe': -1, 'roxas': -1, 'santiago': -1}","['@592fcc950b09e72334d111ce', '@592fcc950b09e72334d111cf', 'nakota', 'binay', 'baka', 'sabihin', 'pang', 'yung', 'nawawala', 'kong', 'anak?']"
592fccec0b09e72334d12084,"{'binay': 4, 'duterte': 1, 'poe': -1, 'roxas': -1, 'santiago': -1}","['pres', 'duterte', 'maglalabas', 'listahan', 'binayarang', 'media', 'excited']"
592fccec0b09e72334d1208a,"{'binay': 2, 'duterte': -1, 'poe': -1, 'roxas': -1, 'santiago': -1}","['gloc9', 'performd', 'binay', 'rally', 'last', 'election']"
592fccec0b09e72334d1211c,"{'binay': 7, 'duterte': 4, 'poe': -1, 'roxas': -1, 'santiago': -1}","['abs', 'cbn', 'forever', 'anti', 'duterte', 'heard', 'aquino', 'binay', 'administration', 'estrada', 'arroyo']"
592fccec0b09e72334d12144,"{'binay': 6, 'duterte': 9, 'poe': 5, 'roxas': 8, 'santiago': 7}","['single', 'group', 'monopoly', 'decency', 'could', 'grace', 'binay', 'miriam', 'mar', 'duterte', 'decent', 'decency']"
592fccec0b09e72334d121ab,"{'binay': 6, 'duterte': 9, 'poe': 5, 'roxas': 8, 'santiago': 7}","['single', 'group', 'monopoly', 'decency', 'could', 'grace', 'binay', 'miriam', 'mar', 'duterte', 'decent', 'decency']"
592fccec0b09e72334d122da,"{'binay': 5, 'duterte': -1, 'poe': -1, 'roxas': -1, 'santiago': -1}","['cayetano', 'effort', 'look', 'good', 'against', 'binay', 'completely', 'wiped', 'ran', 'wrong', 'president']"
592fccec0b09e72334d122e9,"{'binay': 1, 'duterte': -1, 'poe': -1, 'roxas': -1, 'santiago': -1}","['baby', 'binay', 'haha', 'happy', 'first', 'month', 'sauquillo', 'family', '?']"
592fcced0b09e72334d123e9,"{'binay': 7, 'duterte': -1, 'poe': -1, 'roxas': -1, 'santiago': -1}","['hahahaha', 'sana', 'una', 'puso', 'yeol', 'parang', 'katulad', 'binay', 'only', 'rish']"
592fcced0b09e72334d1242b,"{'binay': 4, 'duterte': -1, 'poe': -1, 'roxas': -1, 'santiago': -1}","['@592fcc950b09e72334d11245', 'sus', 'etong', 'anak', 'binay', 'naman', 'wag', 'kanang', 'ganyan', 'love', 'kita']"
592fcced0b09e72334d12481,"{'binay': 4, 'duterte': -1, 'poe': -1, 'roxas': -1, 'santiago': -1}","['mood', 'happy', 'bright', 'dark', 'binay', 'real', 'quick']"
592fcced0b09e72334d125b2,"{'binay': 8, 'duterte': -1, 'poe': 7, 'roxas': -1, 'santiago': -1}","['@592fcc950b09e72334d1126a', '@592fcc950b09e72334d1126b', 'hayàn', 'nman', 'silent', 'majority', 'tinanggihan', 'grace', 'binay', 'uuto', 'naman']"
592fcced0b09e72334d125db,"{'binay': 0, 'duterte': -1, 'poe': -1, 'roxas': -1, 'santiago': -1}","['binay', 'nachos', 'aiesec', 'chocolates', 'myka', 'tee']"
592fcced0b09e72334d1265c,"{'binay': 3, 'duterte': -1, 'poe': -1, 'roxas': -1, 'santiago': -1}","['@592fcc950b09e72334d1127f', 'support', 'support', 'binay', '?', 'hahaha', '?']"
592fcced0b09e72334d126a3,"{'binay': 3, 'duterte': -1, 'poe': -1, 'roxas': -1, 'santiago': -1}","['gantihan', 'lang', 'abigail', 'binay', 'filed', 'election', 'protest', 'against', 'kid', 'peña']"
592fcced0b09e72334d126ef,"{'binay': 6, 'duterte': 5, 'poe': -1, 'roxas': -1, 'santiago': -1}","['@592fcc950b09e72334d1117e', '@592fcc950b09e72334d11295', '@592fcc950b09e72334d11296', '@592fcc950b09e72334d11216', 'mistaken', 'duterte', 'binay']"
592fcced0b09e72334d1271f,"{'binay': 4, 'duterte': -1, 'poe': -1, 'roxas': -1, 'santiago': -1}","['@592fcc950b09e72334d1129f', 'hoy', 'gago', 'respeto', 'binay']"
592fcced0b09e72334d12729,"{'binay': 10, 'duterte': -1, 'poe': -1, 'roxas': -1, 'santiago': -1}","['@592fcc950b09e72334d112a3', '@592fcc950b09e72334d112a4', 'grabe', 'akin', 'ivy', 'ayaw', 'pinsan', 'kuya', 'jun', 'jun', 'binay', 'hahaha']"
592fcced0b09e72334d1274c,"{'binay': 2, 'duterte': -1, 'poe': -1, 'roxas': -1, 'santiago': -1}","['daryl', 'ong', 'binay', 'binay', '~', 'srys', 'daryl', 'ong', 'michael', 'constantino']"
592fcced0b09e72334d1275a,"{'binay': 3, 'duterte': -1, 'poe': -1, 'roxas': -1, 'santiago': -1}","['@592fcc950b09e72334d112ad', 'hahahahha', 'paba', 'binay', 'hahahahhaha']"
592fcced0b09e72334d1277b,"{'binay': 2, 'duterte': -1, 'poe': -1, 'roxas': -1, 'santiago': -1}","['@592fcc950b09e72334d112b0', 'rereklamo', 'binay', 'hahahahaha', 'kainis', 'effective', 'bwisit']"
592fcced0b09e72334d12799,"{'binay': 5, 'duterte': -1, 'poe': -1, 'roxas': -1, 'santiago': -1}","['@592fcc950b09e72334d1119c', 'dun', 'nagsimula', 'alamat', 'jojo', 'binay']"
592fcced0b09e72334d127c1,"{'binay': 0, 'duterte': -1, 'poe': -1, 'roxas': -1, 'santiago': -1}","['binay', '??????']"
592fcced0b09e72334d127cc,"{'binay': 4, 'duterte': 1, 'poe': -1, 'roxas': -1, 'santiago': -1}","['pres', 'duterte', 'maglalabas', 'listahan', 'binayarang', 'media', 'latest', 'press', 'con', 'president', 'elect']"
592fcced0b09e72334d127e5,"{'binay': 6, 'duterte': -1, 'poe': -1, 'roxas': -1, 'santiago': -1}","['@592fcc950b09e72334d112cb', 'siguro', 'amiel', 'hahahaha', 'gusto', 'sana', 'binay', 'levels', 'kaso', 'achieve', 'kahit', 'sobrang', 'init']"
592fcced0b09e72334d12822,"{'binay': 1, 'duterte': -1, 'poe': -1, 'roxas': -1, 'santiago': -1}","['kulay', 'binay', 'nanaman', 'swimming']"
592fcced0b09e72334d12824,"{'binay': 1, 'duterte': -1, 'poe': -1, 'roxas': -1, 'santiago': -1}","['hahahaha', 'binay']"
592fcced0b09e72334d12874,"{'binay': 2, 'duterte': -1, 'poe': -1, 'roxas': -1, 'santiago': -1}","['skyway', 'southbound', 'binay', 'motorcade', 'probably', 'ocular', 'new', 'residence', 'bilibid']"
592fcced0b09e72334d128a1,"{'binay': 0, 'duterte': 1, 'poe': -1, 'roxas': -1, 'santiago': -1}","['binay', 'duterte', 'guy']"
592fcced0b09e72334d12927,"{'binay': 3, 'duterte': -1, 'poe': -1, 'roxas': 5, 'santiago': -1}","['@592fcc950b09e72334d0f553', 'hmmm', 'kill', 'binay', 'estrada', 'roxas', 'medal', 'good', 'know']"
592fcced0b09e72334d129c6,"{'binay': 3, 'duterte': -1, 'poe': -1, 'roxas': -1, 'santiago': -1}","['guys', 'totoo', 'kumakalat', 'binay', 'saturday', 'sabado', 'wala', 'pong', 'remind', 'kayo', 'chismis']"
592fcced0b09e72334d12a68,"{'binay': 3, 'duterte': -1, 'poe': -1, 'roxas': -1, 'santiago': -1}","['wow', 'hanggang', 'ngayon', 'binay', 'padin']"
592fcced0b09e72334d12aa2,"{'binay': 8, 'duterte': -1, 'poe': -1, 'roxas': -1, 'santiago': -1}","['@592fcc950b09e72334d1130e', '@592fcc950b09e72334d1130f', '@592fcc950b09e72334d11310', '@592fcc950b09e72334d11311', 'kamo', 'baaaaa', 'gimingaw', 'namong', 'binay', 'hahahaha']"
592fcced0b09e72334d12b58,"{'binay': 10, 'duterte': 1, 'poe': -1, 'roxas': -1, 'santiago': -1}","['@592fcc950b09e72334d11191', 'duterte', 'robredo', 'administration', 'cking', 'nuts', 'call', 'past', 'admin', 'aquino', 'binay', 'administration']"
592fcced0b09e72334d12b90,"{'binay': 1, 'duterte': -1, 'poe': -1, 'roxas': 2, 'santiago': -1}","['kala', 'binay', 'marami', 'nadaw', 'nagawa']"
592fcced0b09e72334d12df4,"{'binay': 2, 'duterte': 7, 'poe': -1, 'roxas': -1, 'santiago': -1}","['@592fcc950b09e72334d11361', 'campaign', 'binay', 'mentioned', 'joseph', 'goebbels', 'seems', 'duterte', 'machinery', 'goebbels', 'based']"
592fcced0b09e72334d12e74,"{'binay': 5, 'duterte': -1, 'poe': -1, 'roxas': -1, 'santiago': -1}","['@592fcc950b09e72334d11374', 'ang', 'funny', 'jokes™', 'stan', 'binay', 'sobrang', 'gumala', '??', 'grpwrk', 'ulit', 'physics??', 'pinapaiyak', 'jokes', 'haha']"
592fcced0b09e72334d12e86,"{'binay': 1, 'duterte': -1, 'poe': -1, 'roxas': -1, 'santiago': -1}","['@592fcc950b09e72334d0f791', 'binay', '?omg', 'binay', '???']"
592fcced0b09e72334d12e90,"{'binay': 1, 'duterte': -1, 'poe': -1, 'roxas': -1, 'santiago': -1}","['@592fcc950b09e72334d0f791', 'binay', 'bias', 'nainform']"
592fcced0b09e72334d12ecc,"{'binay': 3, 'duterte': -1, 'poe': -1, 'roxas': -1, 'santiago': -1}","['happybirthdayy', '@592fcc950b09e72334d1137f', 'anak', 'binay', 'kamukha', 'pastillas', 'girl', '@592fcc950b09e72334d11380']"
592fcced0b09e72334d12f14,"{'binay': 14, 'duterte': 1, 'poe': -1, 'roxas': -1, 'santiago': -1}","['coloma', 'duterte', 'don', 'humiliate', 'follow', 'due', 'process', 'duh', 'told', 'pnoy', 'humiliated', 'corona', 'gma', 'bbm', 'binay']"
592fcced0b09e72334d12f16,"{'binay': 0, 'duterte': -1, 'poe': -1, 'roxas': -1, 'santiago': -1}","['binay', 'tatanggalin', 'income', 'tax', 'hoy', 'gago', 'pano', 'inaral']"
592fcced0b09e72334d12f55,"{'binay': 10, 'duterte': 5, 'poe': 7, 'roxas': 12, 'santiago': 3}","['perfect', 'pangulo', '•utak', 'miriam', '•gawa', 'duterte', '•puso', 'poe', '•lakas', 'masa', 'binay', '•outfit', 'roxas']"
592fcced0b09e72334d12fee,"{'binay': 1, 'duterte': -1, 'poe': -1, 'roxas': -1, 'santiago': -1}","['iniisip', 'binay']"
592fcced0b09e72334d13015,"{'binay': 14, 'duterte': 1, 'poe': -1, 'roxas': -1, 'santiago': -1}","['coloma', 'duterte', 'don', 'humiliate', 'follow', 'due', 'process', 'duh', 'told', 'pnoy', 'humiliated', 'corona', 'gma', 'bbm', 'binay']"
592fcced0b09e72334d130a1,"{'binay': 14, 'duterte': 1, 'poe': -1, 'roxas': -1, 'santiago': -1}","['coloma', 'duterte', 'don', 'humiliate', 'follow', 'due', 'process', 'duh', 'told', 'pnoy', 'humiliated', 'corona', 'gma', 'bbm', 'binay']"
592fcced0b09e72334d130b3,"{'binay': 10, 'duterte': -1, 'poe': -1, 'roxas': -1, 'santiago': -1}","['congress', 'graduates', 'house', 'majority', 'floor', 'leader', 'neptali', 'gonzales', 'rep', 'abigail', 'binay', 'npc', 'stalwart', 'rep', 'gigi', 'aggabao', '@592fcc950b09e72334d11130']"
592fcced0b09e72334d1313e,"{'binay': 14, 'duterte': 1, 'poe': -1, 'roxas': -1, 'santiago': -1}","['coloma', 'duterte', 'don', 'humiliate', 'follow', 'due', 'process', 'duh', 'told', 'pnoy', 'humiliated', 'corona', 'gma', 'bbm', 'binay']"
592fcced0b09e72334d1315a,"{'binay': 1, 'duterte': -1, 'poe': -1, 'roxas': -1, 'santiago': -1}","['@592fcc950b09e72334d113c6', 'binay', 'dark', 'chocolate', 'diba', '@592fcc950b09e72334d113c7']"
592fcced0b09e72334d13163,"{'binay': 2, 'duterte': -1, 'poe': -1, 'roxas': -1, 'santiago': -1}","['parang', 'last', 'binay', 'pena', 'hinihingian', 'suspension', 'ngayon', 'erap', 'naman', 'ahaha']"
592fcced0b09e72334d1316d,"{'binay': 2, 'duterte': -1, 'poe': -1, 'roxas': 2, 'santiago': -1}","['tol', 'kamukha', 'jejomar', 'binay', 'hahaahahahha']"
592fcced0b09e72334d13183,"{'binay': 4, 'duterte': -1, 'poe': -1, 'roxas': 3, 'santiago': -1}","['@592fcc950b09e72334d11191', '@592fcc950b09e72334d1118b', 'lagot', 'mar', 'binay']"
592fcced0b09e72334d1318b,"{'binay': 0, 'duterte': -1, 'poe': -1, 'roxas': -1, 'santiago': -1}","['binay', 'tatanggalin', 'income', 'tax', 'hoy', 'gago', 'pano', 'inaral']"
592fcced0b09e72334d131c2,"{'binay': 6, 'duterte': -1, 'poe': -1, 'roxas': -1, 'santiago': -1}","['sobrang', 'daming', 'nagdidislike', 'daig', 'yata', 'political', 'binay', 'hahahaha']"
592fcced0b09e72334d131c4,"{'binay': 14, 'duterte': 1, 'poe': -1, 'roxas': -1, 'santiago': -1}","['coloma', 'duterte', 'don', 'humiliate', 'follow', 'due', 'process', 'duh', 'told', 'pnoy', 'humiliated', 'corona', 'gma', 'bbm', 'binay']"
592fcced0b09e72334d131e9,"{'binay': 1, 'duterte': -1, 'poe': -1, 'roxas': -1, 'santiago': -1}","['akala', 'binay', '?']"
592fcced0b09e72334d13208,"{'binay': 4, 'duterte': -1, 'poe': -1, 'roxas': -1, 'santiago': -1}","['magwayen', 'playfest', 'okay', 'inlove', 'binay']"
592fcced0b09e72334d1326e,"{'binay': 9, 'duterte': 4, 'poe': -1, 'roxas': -1, 'santiago': -1}","['antagonistic', 'media', 'inyo', 'mayor', 'duterte', 'paano', 'kaya', 'vice', 'president', 'binay']"
592fcced0b09e72334d132a5,"{'binay': 1, 'duterte': -1, 'poe': -1, 'roxas': -1, 'santiago': -1}","['@592fcc950b09e72334d113f5', 'binay', 'plsss???']"
592fcced0b09e72334d132a9,"{'binay': 1, 'duterte': -1, 'poe': -1, 'roxas': 1, 'santiago': -1}","['match', 'jejomar', 'binay', 'foreign', 'policy', 'ofw', 'concerns', 'via', '@592fcc950b09e72334d11185']"
592fcced0b09e72334d132ec,"{'binay': 6, 'duterte': -1, 'poe': -1, 'roxas': -1, 'santiago': -1}","['lucky', 'day', 'hahaha', '?kathniel', 'agnes', 'arenas', 'binay']"
592fcced0b09e72334d132fe,"{'binay': 0, 'duterte': -1, 'poe': -1, 'roxas': -1, 'santiago': -1}","['binay', 'ahh', 'damn', 'smh']"
592fcced0b09e72334d13440,"{'binay': 14, 'duterte': 1, 'poe': -1, 'roxas': -1, 'santiago': -1}","['coloma', 'duterte', 'don', 'humiliate', 'follow', 'due', 'process', 'duh', 'told', 'pnoy', 'humiliated', 'corona', 'gma', 'bbm', 'binay']"
592fcced0b09e72334d1347c,"{'binay': 5, 'duterte': -1, 'poe': -1, 'roxas': -1, 'santiago': -1}","['@592fcc950b09e72334d1115c', '@592fcc950b09e72334d1115b', 'admittedly', 'great', 'soundbite', 'binay']"
592fcced0b09e72334d134b3,"{'binay': 6, 'duterte': -1, 'poe': -1, 'roxas': -1, 'santiago': -1}","['diyan', 'jusko', '?', 'yokai', 'alien', 'kahawig', 'binay', 'diba', '?', 'joke', '?']"
592fcced0b09e72334d134f0,"{'binay': 14, 'duterte': -1, 'poe': -1, 'roxas': -1, 'santiago': -1}","['@592fcc950b09e72334d1145b', 'masarap', 'kaba', 'bes', 'masasarap', 'kase', 'nilalapa', 'lion', 'hahahahaaha', 'lol', 'bebe', 'girl', 'mwaaaa', '?', 'binay', '?', 'hahahahaha']"
592fcced0b09e72334d134f9,"{'binay': 14, 'duterte': 1, 'poe': -1, 'roxas': -1, 'santiago': -1}","['coloma', 'duterte', 'don', 'humiliate', 'follow', 'due', 'process', 'duh', 'told', 'pnoy', 'humiliated', 'corona', 'gma', 'bbm', 'binay']"
592fcced0b09e72334d1350f,"{'binay': 5, 'duterte': -1, 'poe': -1, 'roxas': 5, 'santiago': -1}","['@592fcc950b09e72334d11460', 'joke', 'haha', 'kakatawan', 'hahaha', 'jejomar', 'binay', 'haha']"
592fcced0b09e72334d1351d,"{'binay': 2, 'duterte': -1, 'poe': -1, 'roxas': -1, 'santiago': -1}","['kamuka', 'jojo', 'binay', 'hahahahahahahahahahahahahahahahahahahahah', '???']"
592fcced0b09e72334d13538,"{'binay': 9, 'duterte': -1, 'poe': -1, 'roxas': -1, 'santiago': -1}","['pinaka', 'palung', 'palo', 'pick', 'line', 'isang', 'guy', 'saken', 'him', 'binay', 'baket', 'him', 'kase', 'tinitibok']"
592fcced0b09e72334d13554,"{'binay': 1, 'duterte': -1, 'poe': -1, 'roxas': -1, 'santiago': -1}","['halatang', 'binay', 'awh', 'hahaha']"
592fcced0b09e72334d135bf,"{'binay': 14, 'duterte': 1, 'poe': -1, 'roxas': -1, 'santiago': -1}","['coloma', 'duterte', 'don', 'humiliate', 'follow', 'due', 'process', 'duh', 'told', 'pnoy', 'humiliated', 'corona', 'gma', 'bbm', 'binay']"
592fcced0b09e72334d136b6,"{'binay': 3, 'duterte': -1, 'poe': -1, 'roxas': -1, 'santiago': -1}","['forgotten', 'exposés', 'gma', 'binay', 'tirades', 'bbm', 'bec', 'now', '@592fcc950b09e72334d1118d']"
592fcced0b09e72334d13721,"{'binay': 8, 'duterte': -1, 'poe': -1, 'roxas': 8, 'santiago': -1}","['kamukha', 'ehh', 'hairflip', 'sabay', 'kindat', 'bieber', 'tlaga', 'hindi', 'jejomar', 'binay', '@592fcc950b09e72334d1148b']"
592fcced0b09e72334d1372f,"{'binay': 2, 'duterte': -1, 'poe': -1, 'roxas': -1, 'santiago': -1}","['heard', 'aquino', 'binay', 'administration', 'estrada', 'arroyo', 'aquino', 'laurel', 'alan', 'cayetano']"
592fcced0b09e72334d13750,"{'binay': 1, 'duterte': -1, 'poe': -1, 'roxas': -1, 'santiago': -1}","['akala', 'binay']"
592fcced0b09e72334d13814,"{'binay': 4, 'duterte': 9, 'poe': 3, 'roxas': 10, 'santiago': 6}","['friend', 'nag', 'concede', 'poe', 'binay', 'talo', 'miriam', 'ako', 'panalo', 'duterte', 'mar', 'parang', 'ako', 'umaasa', 'din']"
592fcced0b09e72334d13849,"{'binay': 4, 'duterte': -1, 'poe': -1, 'roxas': -1, 'santiago': -1}","['sino', 'nagawa', 'sinong', 'magagawa', 'binay', 'binay', 'binay', 'nakakamiss', 'naman', '???']"
592fcced0b09e72334d1384f,"{'binay': 0, 'duterte': -1, 'poe': -1, 'roxas': -1, 'santiago': -1}","['binay', 'party']"
592fcced0b09e72334d13879,"{'binay': 0, 'duterte': -1, 'poe': -1, 'roxas': -1, 'santiago': -1}","['binay', 'party']"
592fcced0b09e72334d1387d,"{'binay': 1, 'duterte': -1, 'poe': -1, 'roxas': -1, 'santiago': -1}","['@592fcc950b09e72334d114ab', 'binay', 'hahahaha']"
592fcced0b09e72334d138ee,"{'binay': 4, 'duterte': -1, 'poe': -1, 'roxas': -1, 'santiago': -1}","['@592fcc950b09e72334d114b6', 'shuta', 'hahahahahahaha', 'hard', 'binay']"
592fcced0b09e72334d138f0,"{'binay': 3, 'duterte': -1, 'poe': -1, 'roxas': -1, 'santiago': -1}","['tunay', 'pinay', 'kulay', 'binay']"
592fcced0b09e72334d13908,"{'binay': 0, 'duterte': -1, 'poe': -1, 'roxas': -1, 'santiago': -1}","['binay', 'ally', 'lead', 'house', 'minority', 'block']"
592fcced0b09e72334d13971,"{'binay': 3, 'duterte': -1, 'poe': -1, 'roxas': -1, 'santiago': -1}","['@592fcc950b09e72334d114c3', 'wow', 'hirap', 'binay', 'spam', 'hahaha']"
592fcced0b09e72334d13994,"{'binay': 4, 'duterte': -1, 'poe': -1, 'roxas': -1, 'santiago': -1}","['onti', 'nalang', 'magiging', 'kakulay', 'binay', 'huhu', 'ayokong', 'biney', '\U000fe334']"
592fcced0b09e72334d139ff,"{'binay': 14, 'duterte': 1, 'poe': -1, 'roxas': -1, 'santiago': -1}","['coloma', 'duterte', 'don', 'humiliate', 'follow', 'due', 'process', 'duh', 'told', 'pnoy', 'humiliated', 'corona', 'gma', 'bbm', 'binay']"
592fcced0b09e72334d13a19,"{'binay': 4, 'duterte': -1, 'poe': -1, 'roxas': -1, 'santiago': -1}","['@592fcc950b09e72334d114cf', 'mahal', 'jeep', 'nanalo', 'binay', 'wala', 'tuloy', 'kmeng', 'panglakwatsa', '@592fcc950b09e72334d114d0']"
592fcced0b09e72334d13aa2,"{'binay': 7, 'duterte': -1, 'poe': 9, 'roxas': -1, 'santiago': 8}","['@592fcc950b09e72334d11185', 'heck', 'yeah', 'million', 'people', 'plus', 'voted', 'binay', 'miriam', 'poe', 'think', 'suck']"
592fcced0b09e72334d13aae,"{'binay': 1, 'duterte': -1, 'poe': -1, 'roxas': -1, 'santiago': -1}","['@592fcc950b09e72334d0f04e', 'binay', 'pinag', 'aaralan', 'paano', 'bababaan', 'nagastos', 'niya']"
592fcced0b09e72334d13b22,"{'binay': 0, 'duterte': -1, 'poe': -1, 'roxas': -1, 'santiago': -1}","['binay', 'nalang', 'gagamitin', 'haha', '???']"
592fcced0b09e72334d13b94,"{'binay': 8, 'duterte': 4, 'poe': -1, 'roxas': -1, 'santiago': -1}","['quezon', 'rep', 'suarez', 'meeting', 'duterte', 'going', 'deliver', 'appeal', 'binay', 'offer', 'una', 'minority', '@592fcc950b09e72334d113c2']"
